어휘,길잡이말,품사,
-점,백화점,접사,
점검,을 받다,명사,
점원,으로 일하다,명사,
점잖다,말투가,형용사,
점차,점차 좋아지다,명사/부사,
점퍼,를 입다,명사,
접근,을 막다,명사,
접속,을 끊다,명사,
접수,원서 접수,명사,
접어들다,겨울에,동사,
접촉,을 피하다,명사,
접하다,소식을,동사,
젓다,커피를,동사,
정,이 들다,명사,
정기,정기 휴일,명사,
정기적,정기적 모임,관형사·명사,
정답,을 고르다,명사,
정당,에 가입하다,명사,
정말로,정말로 믿다,부사,
정면,을 향하다,명사,
정반대,가 되다,명사,
정보,를 수집하다,명사,
정보화,정보화 사회,명사,
정부,한국 정부,명사,
정상,정상 수업,명사,
정상적,정상적 생활,관형사·명사,
정성,을 다하다,명사,
정수기,를 설치하다,명사,
정식,정식 회원,명사,
정신,절약 정신,명사,
정신없다,게임에,형용사,
정신적,정신적 여유,관형사·명사,
정오,정오 뉴스,명사,
정원,정원 미달,명사,
정육점,에서 고기를 사다,명사,
정의,를 내리다,명사,
정작,정작 할 말은 못하다,명사/부사,
정장,을 입다,명사,
정지,운행 정지,명사,
정직,을 추구하다,명사,
정착,정착 생활,명사,
정책,정책 수립,명사,
정치,정치 활동,명사,
정치인,이 되다,명사,
정치적,정치적 대립,관형사·명사,
정확히,정확히 계산하다,부사,
젖,을 먹이다,명사,
-제,추모제,접사,
제-,제삼,접사,
-제,영양제,접사,
제,제 생각,줄어든 말,
제거,냄새 제거,명사,
제공,자료 제공,명사,
제과점,에서 빵을 사다,명사,
제대로,제대로 갖추다,부사,
제도,결혼 제도,명사,
제때,제때를 놓치다,명사,
제발,제발 부탁이야,부사,
제법,제법 잘하다,부사,
제사,를 지내다,명사,
제시,의견 제시,명사,
제시간,에 맞추다,명사,
제안,을 받다,명사,
제약,이 많다,명사,
제외,제외 대상,명사,
제자,스승과 제자,명사,
제자리,에 꽂다,명사,
제작,음반 제작,명사,
제출,보고서 제출,명사,
제품,가죽 제품,명사,
제한,나이 제한,명사,
조,오조 이천억,수사·관형사,
조각,이 나다,명사,
조건,성공 조건,명사,
조그맣다,얼굴이,형용사,
조기,이른 시기,명사,
조깅,을 하다,명사,
조끼,를 입다,명사,
조르다,사 달라고 조르다,동사,
조리,조리 시간,명사,
조림,생선 조림,명사,
조명,실내 조명,명사,
조미료,를 넣다,명사,
조사,조사 결과,명사,
조상,을 모시다,명사,
조심스럽다,말이,형용사,
조언,을 구하다,명사,
조작,음성 조작,명사,
조절,컨디션 조절,명사,
조정,시간 조정,명사,
조화,를 이루다,명사,
존경,을 받다,명사,
존재,를 인정하다,명사,
존중,을 받다,명사,
졸리다,졸려서 자다,동사/형용사,
졸업생,을 배출하다,명사,
졸업식,을 치르다,명사,
졸음,이 쏟아지다,명사,
좀처럼,좀처럼 안 되다,부사,
좁히다,길을,동사,
종교,를 믿다,명사,
종교적,종교적 신념,관형사·명사,
종아리,가 굵다,명사,
종이컵,을 쓰다,명사,
종일,종일 흐리다,부사/명사,
종종,종종 들르다,부사,
종합,종합 검사,명사,
좌석,에 앉다,명사,
좌우,좌우 날개,명사,
좌측,에 배치되다,명사,
좌회전,을 하다,명사,
죄,를 짓다,명사,
주간,주간 계획,명사/의존명사,
주고받다,이야기를,동사,
주관적,주관적 생각,관형사·명사,
주름,이 생기다,명사,
주먹,을 쥐다,명사,
주목,을 끌다,명사,
주민,이 모이다,명사,
주방,에서 요리하다,명사,
주식,에 투자하다,명사,
주어지다,기회가,동사,
주요,주요 인물,명사,
주유소,에서 일하다,명사,
주의,를 시카다,명사,
주인공,으로 나오다,명사,
주장,을 내세우다,명사,
주저앉다,바닥에,동사,
주전자,에 물을 끓이다,명사,
주제,대화 주제,명사,
주차권,을 사다,명사,
주차료,를 내다,명사,
주택,을 짓다,명사,
죽,을 끓이다,명사,
죽음,을 맞다,명사,
죽이다,쥐를,동사,
준비물,을 챙기다,명사,
줄거리,를 얘기하다,명사,
줄곧,줄곧 생각하다,부사,
줄기,식물 줄기,명사,
줄넘기,를 하다,명사,
줄무늬,를 그리다,명사,
줄어들다,숫자가,동사,
중,불교,명사,
중고,중고 자동차,명사,
중고차,를 사다,명사,
중고품,을 팔다,명사,
중국어,로 말하다,명사,
중국인,을 만나다,명사,
중급,중급 수준,명사,
중단,운행 중단,명사,
중독,을 일으키다,명사,
중반,에 들어서다,명사,
중부,중부 지방,명사,
중소기업,에 취직하다,명사,
중순,내달 중순,명사,
중식,중국 음식,명사,
중심지,경제의 중심지,명사,
중얼거리다,혼자 중얼거리다,동사,
중요성,을 지니다,명사,
중형차,를 운전하다,명사,
쥐,동물,명사,
쥐다,주먹을,동사,
즉,"즉, 다시 말해서",부사,
즉석,으로 만들다,명사,
즉시,즉시 시작하다,명사,
즐거움,을 느끼다,명사,
증가,인구 증가,명사,
증거,를 찾다,명사,
증명,을 하다,명사,
증명서,를 발급하다,명사,
증상,감기 증상,명사,
증세,가 악화되다,명사,
지각,이 들다,명사,
지겹다,공부가,형용사,
지구,에 살다,명사,
지극히,지극히 간단하다,부사,
지금껏,지금껏 모르다,부사,
지급,이자 지급,명사,
지나치다,욕심이,형용사/동사,
지난날,을 기억하다,명사,
지능,이 높다,명사,
지니다,돈을,동사,
지다,해가,동사,
지다,배낭을,동사,
지도,를 받다,명사,
지도자,를 뽑다,명사,
지름길,로 가다,명사,
지방,식물성 지방,명사,
지불,비용 지불,명사,
지붕,에 올라가다,명사,
지시,를 하다,명사,
지식,을 얻다,명사,
지식인,지식인 사회,명사,
지역,서울 지역,명사,
지옥,에 떨어지다,명사,
지원,생활비 지원,명사,
지원,지원 동기,명사,
지위,가 높다,명사,
지저분하다,길이,형용사,
지적,을 받다,명사,
지정,지정 좌석,명사,
지진,이 발생하다,명사,
지출,이 늘다,명사,
지치다,몸이,동사,
지켜보다,몰래 지켜보다,동사,
지퍼,를 올리다,명사,
지폐,를 세다,명사,
지하실,로 내려가다,명사,
지혜,를 모으다,명사,
지혜롭다,생각이,형용사,
직선,직선 도로,명사,
직장인,이 출근하다,명사,
직접적,직접적 이유,관형사·명사,
직진,으로 가다,명사,
직후,식사 직후,명사,
진단,을 받다,명사,
진단서,를 떼다,명사,
진동,이 울리다,명사,
진로,를 결정하다,명사,
진리,를 깨닫다,명사,
진술,을 듣다,명사,
진실,을 말하다,명사,
진심,으로 축하하다,명사,
진정하다,진정한 친구,형용사,
진지하다,태도가,형용사,
진찰,을 받다,명사,
진출,사회 진출,명사,
진통제,를 먹다,명사,
진학,진학 상담,명사,
진행,이 순조롭다,명사,
진행자,뉴스 진행자,명사,
질,이 좋다,명사,
-질,가위질,접사,
질병,을 치료하다,명사,
질서,를 유지하다,명사,
질투,가 나다,명사,
짐승,을 잡다,명사,
짐작,도 못하다,명사,
집다,손가락으로,동사,
집단,을 이루다,명사,
집세,를 내다,명사,
집안,이 편안하다,명사,
집어넣다,감옥에,동사,
집중,시선 집중,명사,
집중적,집중적 관심,관형사·명사,
짓,나쁜 짓,명사,
짖다,강아지가,동사,
짙다,색깔이,형용사,
짚다,지팡이를,동사,
짜다,목도리를,동사,
짜다,치약을,동사,
-짜리,백 원짜리,접사,
짜증스럽다,말투가,형용사,
짝수,홀수,명사,
짠맛,이 나다,명사,
-째,첫째,접사,
쪽,쪽 번호,명사,
쪽,사과 몇 쪽,의존명사/명사,
쫓겨나다,집에서,동사,
쫓기다,경찰에게,동사,
쫓다,범인을,동사,
쫓아가다,회사로,동사,
쫓아내다,마을에서,동사,
쫓아다니다,선배를,동사,
쫓아오다,친구가,동사,
쭉,줄을 쭉 긋다,부사,
-쯤,이쯤,접사,
찌르다,바늘로,동사,
찌푸리다,인상을,동사,
찍다,도끼로,동사,
찍히다,도장이,동사,
찜질,모래 찜질,명사,
찡그리다,얼굴을,동사,
찢다,종이를,동사,
찢어지다,종이가,동사,
차도,로 다니다,명사,
차라리,차라리 죽는 게 낫다,부사,
차량,을 통제하다,명사,
차로,를 건너다,명사,
차리다,음식을,동사,
차림표,를 주다,명사,
차마,차마 할 수 없다,부사,
차별,남녀 차별,명사,
차비,를 내다,명사,
차선,을 변경하다,명사,
차원,이 다르다,명사,
차이,나이 차이,명사,
차이점,이 없다,명사,
차차,차차 좋아지다,부사,
차창,을 닦다,명사,
차츰,차츰 나아지다,부사,
착각,에 빠지다,명사,
찬성,반대,명사,
참가,참가 신청서,명사,
참고,참고 자료,명사,
참기름,을 바르다,명사,
참석,회의 참석,명사,
참석자,참석자 명단,명사,
참여,가 많다,명사,
참으로,참으로 잘되다,부사,
참조,사진 참조,명사,
창,을 열다,명사,
창가,에 앉다,명사,
창고,에 보관하다,명사,
창구,예매 창구,명사,
창밖,을 보다,명사,
창작,창작과 모방,명사,
창조,한글 창조,명사,
창피,를 당하다,명사,
찾아내다,보물을,동사,
찾아다니다,명소를,동사,
찾아뵙다,어른을,동사,
채널,을 돌리다,명사,
채우다,자물쇠를,동사,
채우다,자리를,동사,
채택,답변 채택,명사,
책가방,을 메다,명사,
책임,을 지다,명사,
책임감,이 강하다,명사,
책임자,를 처벌하다,명사,
책임지다,결과를,동사,
챔피언,을 차지하다,명사,
챙기다,가방을,동사,
처녀,처녀 시절,명사,
처리,사고 처리,명사,
처방,을 내리다,명사,
처방전,을 떼다,명사,
처벌,을 받다,명사,
처하다,위험에,동사,
천국,지옥,명사,
천둥,이 치다,명사,
천사,천사의 날개,명사,
천장,이 높다,명사,
천재,천재 시인,명사,
천주교,를 믿다,명사,
철,이 바뀌다,명사,
철,이 들다,명사,
철도,도시 철도,명사,
철저히,철저히 예방하다,부사,
첨부,첨부 서류,명사,
첫눈,에 반하다,명사,
첫눈,이 내리다,명사,
첫사랑,과 재회하다,명사,
첫인상,이 좋다,명사,
청구서,가 오다,명사,
청소기,를 사다,명사,
청하다,도움을,동사,
청혼,을 거절하다,명사,
체계,가 잡히다,명사,
체력,을 단련하다,명사,
체면,이 깎이다,명사,
체온,이 떨어지다,명사,
체조,체조 경기,명사,
체중,을 조절하다,명사,
체하다,밥이 ,동사,
체험,간접 체험,명사,
초-,초봄,접사,
초가을,초가을 바람,명사,
초겨울,초겨울 추위,명사,
초급,초급 단계,명사,
초기,초기 단계,명사,
초록,으로 칠하다,명사,
초반,경기 초반,명사,
초보,초보 운전,명사,
초보자,수영 초보다,명사,
초봄,초봄의 바람,명사,
초승달,이 뜨다,명사,
초여름,초여름 더위,명사,
초저녁,이 지나다,명사,
초점,을 맞추다,명사,
초조,불안과 초조,명사,
초청,초청 강연,명사,
초청장,을 보내다,명사,
촌스럽다,옷차림이,형용사,
총,을 쏘다,명사,
총,총 인원,관형사,
총리,에 임명되다,명사,
촬영,을 미루다,명사,
최고급,최고급 호텔,명사,
최대,로 늘리다,명사,
최대한,최대한의 노력,명사/부사,
최선,을 다하다,명사,
최소,최대,명사,
최소한,으로 유지하다,명사/부사,
최신,최신 기술,명사,
최저,최고,명사,
최종,최종 목표,명사,
최초,로 발견하다,명사,
추가,추가 모집,명사,
추억,으로 남다,명사,
추위,를 견디다,명사,
추진,사업 추진,명사,
추천,추천 도서,명사,
추천서,를 쓰다,명사,
추측,이 맞다,명사,
축구장,에서 축구를 하다,명사,
축소,예산 축소,명사,
축제,를 즐기다,명사,
출국,출국 수속,명사,
출근길,을 나서다,명사,
출산,출산 예정일,명사,
출신,서울 출신,명사,
출연,드라마 출연,명사,
출판,도서 출판,명사,
출현,출현 시기,명사,
충격,을 받다,명사,
충격적,충격적 사실,관형사·명사,
충고,를 듣다,명사,
충돌,자동차 충돌,명사,
충분히,충분히 이해하다,부사,
취업,을 알선하다,명사,
취업난,에 시달리다,명사,
취재,취재 기자,명사,
취하다,술에,동사,
취향,이 독특하다,명사,
측,학교 측,의존명사,
측면,오른쪽 측면,명사,
치다,눈보라가,동사,
치다,밑줄을,동사,
치다,후추를,동사,
치료법,을 개발하다,명사,
치료제,혈압 치료제,명사,
치르다,값을,동사,
치수,를 재다,명사,
치우다,물건들을,동사,
치즈,를 먹다,명사,
친-,친부모,접사,
친딸,처럼 대하다,명사,
친아들,처럼 대하다,명사,
친아버지,처럼 대하다,명사,
친어머니,처럼 대하다,명사,
친언니,처럼 대하다,명사,
친오빠,처럼 대하다,명사,
친정,에 가다,명사,
침,을 뱉다,명사,
침묵,을 깨다,명사,
칸,을 나누다,명사,
캄캄하다,밖이,형용사,
캠페인,을 벌이다,명사,
커다랗다,문제가,형용사,
커지다,문제가,동사,
커트,를 하다(머리),명사,
커튼,을 매달다,명사,
코너,를 돌다,명사,
코미디,코미디 영화,명사,
코스,드라이브 코스,명사,
코트,를 입다,명사,
코트,농구 코트,명사,
코피,를 흘리다,명사,
콘도,에서 묵다,명사,
콜록콜록,콜록콜록 기침을 하다,부사,
콧노래,를 부르다,명사,
콩나물,을 무치다,명사,
쾌적하다,공기가,형용사,
쿠폰,을 모으다,명사,
쿨쿨,쿨쿨 자다,부사,
쿵,쿵 소리가 나다,부사,
크림,을 넣다(음식),명사,
큰길,로 다니다,명사,
큰돈,을 모으다,명사,
큰딸,가족,명사,
큰아들,가족,명사,
큰아버지,친척,명사,
큰어머니,친척,명사,
큰일,이 나다,명사,
큰집,에 가다,명사,
클래식,을 듣다,명사,
클럽,에서 놀다,명사,
키,로 문을 열다,명사,
키스,를 하다,명사,
타고나다,재능을,동사,
타다,월급을,동사,
타다,때가 ,동사,
타오르다,불꽃이,동사,
타인,을 의식하다,명사,
탁자,에 내려놓다,명사,
탄생,아이의 탄생,명사,
탈출,비상 탈출,명사,
탑,을 쌓다,명사,
탑승,비행기 탑승,명사,
탑승객,비행기 탑승객,명사,
태양,이 뜨다,명사,
태우다,불에 ,동사,
태우다,차에,동사,
택하다,직업으로,동사,
탤런트,로 활동하다,명사,
터널,을 지나다,명사,
터뜨리다,풍선을,동사,
터지다,풍선이,동사,
턱,에 수염이 나다,명사,
털,이 빠지다,명사,
털다,옷을,동사,
텅,텅 비다,부사,
테스트,를 받다,명사,
테이프,로 장식하다,명사,
토,토요일,명사,
토론,찬반 토론,명사,
토의,토의 주제,명사,
토하다,음식을,동사,
통,통 말이 없다,부사,
통,에 담다,명사,
통계,통계 자료,명사,
통과,국경 통과,명사,
통신,이 끊기다,명사,
통역,을 부탁하다,명사,
통일,남북 통일,명사,
통증,을 느끼다,명사,
통통하다,몸매가,형용사,
통하다,바람이  ,동사,
통행,을 금지하다,명사,
퇴직,퇴직 연금,명사,
투자,를 유치하다,명사,
투표,찬반 투표,명사,
특기,취미와 특기,명사,
특성,을 살리다,명사,
특수,특수 부대,명사,
특정,특정 집단,명사,
특징,이 드러나다,명사,
틀림없다,사실임에,형용사,
틀림없이,틀림없이 되다,부사,
틈,창문 틈,명사/의존명사,
틈틈이,틈틈이 하다,부사,
파,를 썰다,명사,
파괴,를 당하다,명사,
파다,땅을,동사,
파도,가 부서지다,명사,
파랑,색깔,명사,
파마,를 하다,명사,
파일,을 정리하다,명사,
파출소,에 신고하다,명사,
파트너,를 구하다,명사,
판단,상황 판단,명사,
판매,판매 가격,명사,
판매자,구매자,명사,
판사,직업,명사,
팔꿈치,를 펴다,명사,
패션,패션 잡지,명사,
패스트푸드,를 먹다,명사,
팬,영화 팬,명사,
팬티,를 입다,명사,
퍼센트,백 퍼센트,의존명사,
퍼지다,점점 퍼지다,동사,
퍽,퍽 어렵다,부사,
페이지,를 넘기다,명사,
펴내다,책을,동사,
편,저쪽 편,의존명사,
편견,을 가지다,명사,
편식,이 심하다,명사,
편의,를 봐주다,명사,
편히,편히 살다,부사,
펼쳐지다,길이,동사,
펼치다,책을,동사,
평,이 좋다,명사,
평가,를 받다,명사,
평균,을 구하다,명사,
평등,을 보장하다,명사,
평범하다,외모가,형용사,
평상시,와 같다,명사,
평생,을 보내다,명사,
평화,를 지키다,명사,
평화롭다,마을이,형용사,
폐지,제도의 폐지,명사,
포근하다,잠자리가,형용사,
포기,중도 포기,명사,
포도주,를 마시다,명사,
포장지,로 싸다,명사,
포크,로 찍다,명사,
포함,세금 포함,명사,
폭넓다,범위가,형용사,
폭력,을 쓰다,명사,
폭발,감정 폭발,명사,
폭설,이 내리다,명사,
폭우,가 내리다,명사,
폭포,를 구경하다,명사,
표,로 나타내다 ,명사,
표면,이 거칠다,명사,
표시,가격 표시,명사,
표정,이 밝다,명사,
표준,표준 시간,명사,
표준어,를 사용하다,명사,
표지,를 싸다,명사,
표지판,을 세우다,명사,
표현,을 쓰다,명사,
푸다,밥을,동사,
풀,로 붙이다,명사,
풀,이 자라다,명사,
풀리다,나사가,동사,
풀어지다,끈이,동사,
품,이 넉넉하다,명사,
-품,화장품,접사,
품다,아기를,동사,
품질,이 뛰어나다,명사,
풍기다,냄새를,동사,
풍부하다,감정이,형용사,
풍선,을 띄우다,명사,
풍속,세시 풍속,명사,
풍습,을 지키다,명사,
프로,프로 야구,명사,
프린터,를 연결하다,명사,
플라스틱,플라스틱 용기,명사,
피로,를 느끼다,명사,
피부,가 부드럽다,명사,
피부병,을 앓다,명사,
피서,를 즐기다,명사,
피하다,책임을,동사,
피해,를 입다,명사,
피해자,사고 피해자,명사,
필기,를 g다,명사,
필수,필수 조건,명사,
필수적,필수적 과정,관형사·명사,
필수품,을 장만하다,명사,
필요성,을 느끼다,명사,
핑계,가 없어지다,명사,
하,상하,명사,
하긴,하긴 그럴 수 있다,부사,
하나하나,하나하나 세다,명사/부사,
하느님,을 믿다,명사,
하도,하도 기가 막혀서,부사,
하숙,을 옮기다,명사,
하양,으로 색칠하다,명사,
하여튼,하여튼 괜찮다,부사,
하차,승차,명사,
하품,이 나오다,명사,
하하,하하 웃다,부사,
-학,경제학,접사,
학과,전공 학과,명사,
학력,최종 학력,명사,
학문,에 정진하다,명사,
학부모,를 모시다,명사,
학비,를 내다,명사,
학습,을 하다,명사,
학용품,을 준비하다,명사,
학자,를 초청하다,명사,
한,을 품다,명사,
한,이 없다(욕심),명사,
한가운데,에 놓다,명사,
한겨울,이 지나가다,명사,
한결,한결 쉽다,부사,
한계,를 넘다,명사,
한국말,로 말하다,명사,
한국어,를 말하다,명사,
한국인,으로 태어나다,명사,
한국적,한국적 교육,관형사·명사,
한꺼번에,한꺼번에 갚다,부사,
한낮,이 되다,명사,
한눈,에 알아보다,명사,
한동안,한동안 계속되다,명사,
한둘,이 아니다,수사/명사,
한때,를 보내다,명사/부사,
한마디,를 남기다,명사,
한문,을 읽다,명사,
한밤중,이 지나다,명사,
한순간,에 사라지다,명사,
한숨,을 쉬다,명사,
한여름,을 지내다,명사,
한자,로 쓰다,명사,
한쪽,으로 기울어지다,명사,
한참,을 기다리다,명사/부사,
한창,한창 붐비다,명사/부사,
한층,한층 깊어지다,부사,
한편,을 이루다,명사/부사,
할부,할부 기간,명사,
할인점,을 이용하다,명사,
함부로,함부로 말하다,부사,
합격,면접 합격,명사,
합격자,를 발표하다,명사,
합계,를 내다,명사,
합리적,합리적 방법,관형사·명사,
합의,를 보다,명사,
합치다,하나로,동사,
합하다,힘을,동사,
항공료,가 오르다,명사,
항공편,을 알아보다,명사,
항의,항의 전화,명사,
해,를 끼치다,명사,
해결,문제 해결,명사,
해결책,을 마련하다,명사,
해내다,힘든 일을,동사,
해당,해당 부서,명사,
해돋이,를 감상하다,명사,
해롭다,건강에,형용사,
해물,로 요리를 만들다,명사,
해방,을 맞이하다,명사,
해변,을 거닐다,명사,
해산물,을 맛보다,명사,
해석,영어 해석,명사,
해설,정답 해설,명사,
해소,스트레스 해소,명사,
해수욕장,을 개장하다,명사,
해안,해안 지방,명사,
해치다,경관을,동사,
핵심,이 되다,명사,
핸드백,을 메다,명사,
햇볕,을 쬐다,명사,
햇살,이 따뜻하다,명사,
-행,서울행,접사,
행사,권력 행사,명사,
행사장,에 다녀오다,명사,
행운,이 오다,명사,
행위,불법 행위,명사,
행정,행정 기관,명사,
행하다,의식을,동사,
향,을 피우다,명사,
향기,를 맡다,명사,
향상,기술 향상,명사,
향수,를 뿌리다,명사,
향하다,눈길이,동사,
허가,를 받다,명사,
허락,을 받다,명사,
허리띠,를 매다,명사,
허벅지,신체,명사,
허용,입학 허용,명사,
허허,허허 웃다,부사,
헌,헌 책,관형사,
험하다,길이,형용사,
헤매다,길에서,동사,
헤아리다,숫자를,동사,
헤엄치다,물에서,동사,
현관,에 들어서다,명사,
현대,현대 문명,명사,
현대인,으로 살다,명사,
현대적,현대적 감각,관형사·명사,
현상,열대야 현상,명사,
현실,에 만족하다,명사,
현실적,현실적 조건,관형사·명사,
현장,에 나가다,명사,
협력,경제 협력,명사,
협조,를 요청하다,명사,
-형,기본형,접사,
형님,형님과 아우,명사,
형성,가치관 형성,명사,
형식,을 갖추다,명사,
형태,를 그리다,명사,
형편,을 보다,명사,
혜택,을 누리다,명사,
호감,을 느끼다,명사,
호기심,이 강하다,명사,
호두,호두 열매,명사,
호르몬,이 분비되다,명사,
호박,식물,명사,
호실,호실,명사,
호주머니,를 노리다,명사,
호흡,이 멎다,명사,
혹은,사랑 혹은 우정,부사,
혼나다,아파서 혼나다,동사,
혼내다,동생을,동사,
홀수,짝수,명사,
홈페이지,에 접속하다,명사,
홍보,신제품 홍보,명사,
홍수,가 나다,명사,
화,화요일,명사,
-화,간편화,접사,
화면,작품의 화면,명사,
화분,에 심다,명사,
화장,이 진하다,명사,
화장대,에 앉다,명사,
화장지,로 닦다,명사,
화재,가 발생하다,명사,
화제,를 바꾸다,명사,
화창하다,날씨가,형용사,
화폐,전자 화폐,명사,
화해,를 청하다,명사,
확,소름이 확 끼치다,부사,
확대,축소,명사,
확보,인력 확보,명사,
확산,을 막다,명사,
확신,이 서다,명사,
확실하다,증거가,형용사,
확실히,확실히 말하다,부사,
확인,을 받다,명사,
확장,확장 공사,명사,
환경,자연 환경,명사,
환불,요금 환불,명사,
환상,이 깨지다,명사,
환상적,환상적 소설,관형사·명사,
환승역,에서 갈아타다,명사,
환영회,를 열다,명사,
환율,이 오르다,명사,
환하다,불빛이 ,형용사,
활기,를 띠다,명사,
활동,이 어렵다,명사,
활동적,활동적 스포츠,관형사·명사,
활발하다,교류가,형용사,
활용,공간 활용,명사,
활짝,활짝 열다,부사,
회,를 먹다,명사,
회담,을 열다,명사,
회복,피로 회복,명사,
회비,를 내다,명사,
회식,을 하다,명사,
회의실,에 모이다,명사,
회장,을 뽑다,명사,
회화,영어 회화,명사,
횟수,를 세다,명사,
효과,가 있다,명사,
효과적,효과적 사용,관형사·명사,
효도,를 하다,명사,
효율적,효율적 방법,관형사·명사,
효자,로 알려지다,명사,
후반,전반,명사,
후보,대통령 후보,명사,
후식,을 먹다,명사,
후추,를 뿌리다,명사,
후회,가 되다,명사,
후회스럽다,지난날이,형용사,
훈련,을 마치다,명사,
훔치다,물건을,동사,
휴가철,을 보내다,명사,
휴대,가 간편하다,명사,
휴식,을 취하다,명사,
휴양지,로 떠나다,명사,
휴학,을 결심하다,명사,
흉내,를 내다,명사,
흐름,강물의 흐름,명사,
흑백,흑백의 대비,명사,
흔들리다,배가,동사,
흔적,을 남기다,명사,
흔하다,이름이,형용사,
흔히,흔히 듣다,부사,
흘러가다,시냇물이,동사,
흘러나오다,연기가,동사,
흘러내리다,빗물이,동사,
흙,을 털다,명사,
흡수,땀 흡수,명사,
흥미,가 생기다,명사,
흥미롭다,이야기가,형용사,
흥분,을 가라앉히다,명사,
흩어지다,사방으로,동사,
희다,색깔이,형용사,
희망자,를 모으다,명사,
희생,을 감수하다,명사,
희생자,가 늘다,명사,
힘껏,힘껏 밀다,부사,
힘쓰다,학업에,동사,
힘없이,힘없이 걷다,부사,
힘차다,목소리가,형용사,
